measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2000,5403244.179152528,5726639.176935987,4896695.927927486
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2000,4208304.918553271,4593414.325878166,3335905.6755276434
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2000,3404917.860919025,3606126.9811629313,3056837.9359225836
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2000,3245603.631700465,3549537.1321714073,2634814.299408826
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2000,1568708.8268453495,1657549.2167346235,1398690.6816280787
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2000,1820803.9161051004,1992317.9363720685,1487802.3826956302
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2000,394916.0011284442,421097.0322991591,345106.115004367
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2000,629002.1100104579,692791.5616898359,514213.81329154834
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2000,75561.58939325414,81944.1218067804,63899.29911459938
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2000,155766.4107922815,172910.42098127375,124763.20702859008
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2004,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2004,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2004,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2004,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2004,625.6082182700446,773.8097465751979,448.48141642837214
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2004,676.0543830313226,837.6885693345637,497.27418297328927
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2004,79560.26589670793,147971.5470028541,56597.30419581092
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2004,120023.30246290696,212030.0239057287,58087.79695472929
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2004,68575.69723412475,80105.56341959738,57612.483996095034
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2004,68432.7667179388,82121.7156723143,55924.921408937786
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2004,93496.07167069282,107823.72085291168,78444.99707270609
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2004,95752.62595750157,111389.16836654594,79849.62421713927
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2004,199348.71501311005,229735.50969692686,172891.8213655652
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2004,190176.45584137563,219860.7408653149,159063.81781536283
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2004,257402.00443470437,291383.2680384684,224356.06401359953
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2004,251705.14458132916,287539.60470823,209256.61159808873
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2004,321523.82094901096,359777.11366084276,282068.66299666365
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2004,311617.5387927414,354284.6775478805,265648.8144360896
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2004,454583.7736487527,515124.0068270683,399286.9834558896
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2004,414809.16136732226,473600.4658902753,349824.01656184235
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2004,601900.4730900106,680227.3747631167,536259.1675179938
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2004,511415.0572371536,589034.2878042309,433018.6529486823
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2004,861041.0030930283,961014.5105926108,770061.7097402062
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2004,617423.6603866698,708968.3661702665,531397.3669888976
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2004,1361617.6302309423,1512407.4113874068,1223043.1465248235
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2004,929517.3114893192,1066982.4041872725,796876.6979610323
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2004,2270440.966629135,2490752.6697773873,2071601.8021795014
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2004,1467282.6514247477,1665773.4041592767,1258115.2157993198
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2004,2919130.932181898,3190855.8161988165,2643740.8281408576
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2004,1890714.203012267,2132069.8561921814,1596832.0361837046
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2004,4281088.815932558,4617603.599438348,3886956.049203983
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2004,2683739.701598733,2992220.856296043,2268134.583717377
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2004,5656673.835660923,6028799.058288383,5185298.747769394
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2004,3608047.5545547334,3968265.5024119173,3102427.199632036
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2004,6751162.6141075315,7166045.60181861,6204003.464707287
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2004,4492116.056133563,4885640.264544682,3845558.6220767316
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2004,5770987.742758535,6119041.2284417525,5350326.906928952
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2004,4319492.199855618,4697137.544994867,3610717.3632542077
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2004,3745340.0119907893,3960152.6124754506,3402014.429783925
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2004,3462373.7082048897,3771764.4397411244,2943604.138970335
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2004,1645948.8340015826,1747999.180705791,1472371.5961160976
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2004,1850179.2739816392,2020625.5887711945,1549111.5318643951
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2004,446695.9613166208,477300.0050616553,391431.62602099625
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2004,704412.6804408302,776357.7429954121,583082.8812577266
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2004,94140.0741296393,102480.99358437456,79383.37108390375
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2004,187273.666761185,208634.04542409405,150447.62158130022
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2006,630.4257678352851,779.9665338328276,450.9113158931454
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2006,681.8875768244815,842.9938981858986,501.56234252660727
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2006,76182.76526316494,142353.69171178192,54174.130881323676
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2006,118036.68998712298,211158.4536102485,59736.58348046098
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2006,67651.87972131044,78996.10978589006,56843.88538360886
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2006,68409.59356039985,81608.05156315547,56035.038628548085
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2006,91616.07913861396,106694.56453457108,76179.8487310553
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2006,93884.61281560069,109550.51000419086,78042.60492570195
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2006,199133.98976623794,229450.6109495902,170829.4622973476
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2006,187918.83599222748,217386.42382053228,158975.21578322645
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2006,262578.5217511523,297041.9833602855,227856.8680551468
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2006,255386.0527962905,293517.98615975573,214878.17878148833
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2006,319784.8115614198,358124.4385257588,280304.49629904475
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2006,307162.60578308156,349660.21308497945,259316.90216500187
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2006,434242.0495794747,490922.6034039233,381344.8784786653
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2006,396157.40621783346,453604.88923103333,335864.76519488683
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2006,588683.5361250374,667429.6516934083,520186.11522730865
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2006,499210.65105028776,575688.1893647213,426057.27621452627
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2006,884901.2210125306,990316.4398811122,793183.2425595077
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2006,639761.0665796691,731373.446202059,554383.7095996023
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2006,1327155.135673834,1476430.4961924907,1194070.2906140017
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2006,892727.5432025936,1025926.3991349828,773489.4073315494
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2006,2287477.628515336,2511936.4683298813,2076092.557619833
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2006,1464936.860384029,1656183.1965970746,1273889.8289849458
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2006,2997903.3280493002,3281122.935763762,2722258.0436626053
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2006,1918144.1807049243,2145755.0898088072,1648386.5151061811
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2006,4146577.6994310627,4473221.065458656,3791205.7032443103
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2006,2653290.9947473234,2971851.6066705617,2258253.090883132
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2006,5439276.297358615,5806186.170445738,5022110.497973066
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2006,3503020.805176434,3857554.200067722,3052785.8915948304
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2006,6547215.588042153,6932582.67279074,6096581.637398302
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2006,4462729.672856277,4895516.738433567,3897144.061811699
